,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,1553,2020-06-22,07:09:54
28,中正環河路口,TPE59147,1,1,672區,TPE16169,4712,2020-06-22,07:09:54
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,07:09:54
30,秀朗國小,TPE38873,0,0,672,TPE10785,175,2020-06-22,07:09:54
31,捷運景平站,TPE38866,0,0,672,TPE10785,99,2020-06-22,07:09:54
32,福和橋(林森路),TPE59134,1,1,672區,TPE16169,3565,2020-06-22,07:09:54
33,南勢角(景平路),TPE59141,1,1,672區,TPE16169,4103,2020-06-22,07:09:54
34,永元路,TPE59127,1,0,672區,TPE16169,1891,2020-06-22,07:09:54
35,國父紀念館,TPE38912,0,1,672,TPE10785,363,2020-06-22,07:09:54
36,中興二村,TPE38929,0,1,672,TPE10785,1156,2020-06-22,07:09:54
37,和平高中,TPE38919,0,1,672,TPE10785,166,2020-06-22,07:09:54
38,長壽公園,TPE38906,0,1,672,TPE10785,1136,2020-06-22,07:09:54
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,336,2020-06-22,07:09:54
40,捷運景平站,TPE59120,1,0,672區,TPE16169,1121,2020-06-22,07:09:54
41,秀朗國小,TPE38926,0,1,672,TPE10785,960,2020-06-22,07:09:54
42,捷運秀朗橋站,TPE59146,1,1,672區,TPE16169,4393,2020-06-22,07:09:54
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,07:09:54
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,414,2020-06-22,07:09:54
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,1253,2020-06-22,07:09:54
46,智光商職,TPE59140,1,1,672區,TPE16169,4020,2020-06-22,07:09:54
47,公館,TPE59133,1,1,672區,TPE16169,3255,2020-06-22,07:09:54
48,光華商場,TPE38890,0,0,672,TPE10785,594,2020-06-22,07:09:54
49,中正環河路口,TPE38942,0,1,672,TPE10785,1837,2020-06-22,07:09:54
50,得和路,TPE59125,1,0,672區,TPE16169,1648,2020-06-22,07:09:54
51,福和橋(永元路),TPE59128,1,0,672區,TPE16169,2106,2020-06-22,07:09:54
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,1154,2020-06-22,07:09:54
53,市民住宅,TPE38913,0,1,672,TPE10785,433,2020-06-22,07:09:54
54,長庚醫院,TPE38898,0,0,672,TPE10785,604,2020-06-22,07:09:54
55,三張犁,TPE38914,0,1,672,TPE10785,473,2020-06-22,07:09:54
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,1026,2020-06-22,07:09:54
57,公館,TPE38923,0,1,672,TPE10785,436,2020-06-22,07:09:54
58,中興新村,TPE38928,0,1,672,TPE10785,1109,2020-06-22,07:09:54
59,臺灣科技大學,TPE59132,1,1,672區,TPE16169,3214,2020-06-22,07:09:54
60,景平路景德街口,TPE38934,0,1,672,TPE10785,1448,2020-06-22,07:09:54
61,智光商職,TPE38869,0,0,672,TPE10785,358,2020-06-22,07:09:54
62,捷運公館站,TPE38876,0,0,672,TPE10785,989,2020-06-22,07:09:54
63,秀朗國小,TPE59126,1,0,672區,TPE16169,1750,2020-06-22,07:09:54
64,中興二村,TPE38870,0,0,672,TPE10785,426,2020-06-22,07:09:54
65,基隆長興街口,TPE38920,0,1,672,TPE10785,304,2020-06-22,07:09:54
66,師大,TPE38883,0,0,672,TPE10785,1476,2020-06-22,07:09:54
67,溫州街口,TPE38885,0,0,672,TPE10785,1573,2020-06-22,07:09:54
68,長安東路二段,TPE38892,0,0,672,TPE10785,73,2020-06-22,07:09:54
69,南京建國路口,TPE38893,0,0,672,TPE10785,235,2020-06-22,07:09:54
70,中興新村,TPE38871,0,0,672,TPE10785,0,2020-06-22,07:09:54
71,捷運景平站,TPE38933,0,1,672,TPE10785,1365,2020-06-22,07:09:54
72,中興新村,TPE59138,1,1,672區,TPE16169,3933,2020-06-22,07:09:54
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,466,2020-06-22,07:09:54
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,1211,2020-06-22,07:09:54
75,臺大癌醫(基隆路),TPE59131,1,1,672區,TPE16169,3190,2020-06-22,07:09:54
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,366,2020-06-22,07:09:54
77,景平路景德街口,TPE59119,1,0,672區,TPE16169,1040,2020-06-22,07:09:54
78,公教住宅,TPE38899,0,0,672,TPE10785,738,2020-06-22,07:09:54
79,金華新生路口,TPE38886,0,0,672,TPE10785,202,2020-06-22,07:09:54
80,景平路景德街口,TPE59144,1,1,672區,TPE16169,4284,2020-06-22,07:09:54
81,長安松江路口,TPE38891,0,0,672,TPE10785,0,2020-06-22,07:09:54
82,聯合二村,TPE38901,0,0,672,TPE10785,841,2020-06-22,07:09:54
83,永元路,TPE38925,0,1,672,TPE10785,809,2020-06-22,07:09:54
84,中興二村,TPE59139,1,1,672區,TPE16169,3975,2020-06-22,07:09:54
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,693,2020-06-22,07:09:54
86,健康新城,TPE38905,0,1,672,TPE10785,1103,2020-06-22,07:09:54
87,智光商職,TPE38930,0,1,672,TPE10785,1216,2020-06-22,07:09:54
88,光復南路口,TPE38915,0,1,672,TPE10785,627,2020-06-22,07:09:54
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,878,2020-06-22,07:09:54
90,基隆長興街口,TPE59130,1,1,672區,TPE16169,3151,2020-06-22,07:09:54
91,中興新村,TPE59124,1,0,672區,TPE16169,1507,2020-06-22,07:09:54
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,471,2020-06-22,07:09:54
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,706,2020-06-22,07:09:54
94,中興二村,TPE59123,1,0,672區,TPE16169,1433,2020-06-22,07:09:54
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,1508,2020-06-22,07:09:54
96,永元路,TPE38874,0,0,672,TPE10785,314,2020-06-22,07:09:54
97,三民路,TPE38903,0,1,672,TPE10785,959,2020-06-22,07:09:54
98,經建新村,TPE38867,0,0,672,TPE10785,137,2020-06-22,07:09:54
99,得和路,TPE59137,1,1,672區,TPE16169,3822,2020-06-22,07:09:54
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,818,2020-06-22,07:09:54
101,台電大樓,TPE38877,0,0,672,TPE10785,1090,2020-06-22,07:09:54
